id,name,supertype,set_name,number,hp,subtypes,types,rarity,image_url,p_hash
swsh1-2,Roselia,Pokémon,Sword & Shield,2,70,Basic,Grass,Common,https://images.pokemontcg.io/swsh1/2_hires.png,ef6eb491d44e30d0
xy7-3,Vileplume,Pokémon,Ancient Origins,3,130,Stage 2,Grass,Rare,https://images.pokemontcg.io/xy7/3_hires.png,eb6ac091953d99cc
pop9-2,Manaphy,Pokémon,POP Series 9,2,70,Basic,Water,Rare,https://images.pokemontcg.io/pop9/2_hires.png,da7ad2c14e2fe094
bw10-3,Lileep,Pokémon,Plasma Blast,3,80,Restored,Grass,Uncommon,https://images.pokemontcg.io/bw10/3_hires.png,bf1dc9d898b07262
bw4-2,Seedot,Pokémon,Next Destinies,2,40,Basic,Grass,Common,https://images.pokemontcg.io/bw4/2_hires.png,ea4ac1999d3d9626
sm9-4,Kakuna,Pokémon,Team Up,4,80,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/sm9/4_hires.png,ae6ed191b1b08ccd
hgss4-4,Drapion,Pokémon,HS—Triumphant,4,100,Stage 1,Darkness,Rare Holo,https://images.pokemontcg.io/hgss4/4_hires.png,ab91f64a9d0fc870
ex13-3,Deoxys δ,Pokémon,Holon Phantoms,3,70,Basic,Darkness,Rare Holo,https://images.pokemontcg.io/ex13/3_hires.png,91f35a864e8f2d85
sm5-2,Yanma,Pokémon,Ultra Prism,2,70,Basic,Grass,Common,https://images.pokemontcg.io/sm5/2_hires.png,b331e4cace0f3670
sm75-1,Charmander,Pokémon,Dragon Majesty,1,70,Basic,Fire,Common,https://images.pokemontcg.io/sm75/1_hires.png,9b12e4e4e569b4b4
bw6-1,Hoppip,Pokémon,Dragons Exalted,1,30,Basic,Grass,Common,https://images.pokemontcg.io/bw6/1_hires.png,bf1fc59090f9c84c
ex10-1,Ampharos,Pokémon,Unseen Forces,1,120,Stage 2,Lightning,Rare Holo,https://images.pokemontcg.io/ex10/1_hires.png,af6fe3b09098dc84
si1-4,Togepi,Pokémon,Southern Islands,4,40,Basic,Colorless,,https://images.pokemontcg.io/si1/4_hires.png,ea812f2bb1386e4b
dp1-3,Electivire,Pokémon,Diamond & Pearl,3,100,Stage 1,Lightning,Rare Holo,https://images.pokemontcg.io/dp1/3_hires.png,fa4ac1a52e3e91c5
xy11-4,Skiploom,Pokémon,Steam Siege,4,70,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/xy11/4_hires.png,ba3885d0c6f2f04f
sm12-3,Gloom,Pokémon,Cosmic Eclipse,3,80,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/sm12/3_hires.png,bf3fcac0c064a5c5
hgss4-5,Mamoswine,Pokémon,HS—Triumphant,5,140,Stage 2,Water,Rare Holo,https://images.pokemontcg.io/hgss4/5_hires.png,bf39cac384b4b84a
sm5-3,Yanmega,Pokémon,Ultra Prism,3,120,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/sm5/3_hires.png,ea6aeda594929293
ex7-4,Dark Electrode,Pokémon,Team Rocket Returns,4,70,Stage 1,"Lightning,Darkness",Rare Holo,https://images.pokemontcg.io/ex7/4_hires.png,ea83959f9d4e4c0c
swsh1-3,Roselia,Pokémon,Sword & Shield,3,70,Basic,Grass,Common,https://images.pokemontcg.io/swsh1/3_hires.png,bf91844a4e76b4e4
pl3-4,Electivire FB,Pokémon,Supreme Victors,4,90,"Basic,SP",Lightning,Rare Holo,https://images.pokemontcg.io/pl3/4_hires.png,ea6b9794c0cc9d94
bw5-3,Venusaur,Pokémon,Dark Explorers,3,140,Stage 2,Grass,Rare Holo,https://images.pokemontcg.io/bw5/3_hires.png,af6d819ac8c1f1b1
ex12-5,Gengar,Pokémon,Legend Maker,5,100,Stage 2,Psychic,Rare Holo,https://images.pokemontcg.io/ex12/5_hires.png,9b1fc1c1c4e6c687
hgss1-5,Hitmontop,Pokémon,HeartGold & SoulSilver,5,60,Basic,Fighting,Rare Holo,https://images.pokemontcg.io/hgss1/5_hires.png,bf15c0e02e2fcbc8
pl4-3,Heatran,Pokémon,Arceus,3,100,Basic,Fire,Rare Holo,https://images.pokemontcg.io/pl4/3_hires.png,ba6ec8d0b0b196d3
swsh4-2,Kakuna,Pokémon,Vivid Voltage,2,80,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/swsh4/2_hires.png,ee4eb4b19ccc84d2
pop4-3,Flygon,Pokémon,POP Series 4,3,120,Stage 2,Fighting,Rare,https://images.pokemontcg.io/pop4/3_hires.png,9a4ec0c14bc3db8f
xy5-4,Tangela,Pokémon,Primal Clash,4,80,Basic,Grass,Common,https://images.pokemontcg.io/xy5/4_hires.png,ea60c6959db5981e
ex9-4,Gardevoir,Pokémon,Emerald,4,100,Stage 2,Psychic,Rare Holo,https://images.pokemontcg.io/ex9/4_hires.png,ca489b910f8fce47
ex3-5,Golem,Pokémon,Dragon,5,120,Stage 2,Fighting,Rare Holo,https://images.pokemontcg.io/ex3/5_hires.png,ee7ec891c1e1e08d
ex4-3,Team Aqua's Kyogre,Pokémon,Team Magma vs Team Aqua,3,100,Basic,"Water,Darkness",Rare Holo,https://images.pokemontcg.io/ex4/3_hires.png,8a6ef891d987cb90
ex11-5,Flareon δ,Pokémon,Delta Species,5,70,Stage 1,"Fire,Metal",Rare Holo,https://images.pokemontcg.io/ex11/5_hires.png,9f1fd282e2e26a64
dv1-5,Dragonite,Pokémon,Dragon Vault,5,150,Stage 2,Dragon,Rare Holo,https://images.pokemontcg.io/dv1/5_hires.png,ea94be6ed1b48506
base3-5,Gengar,Pokémon,Fossil,5,80,Stage 2,Psychic,Rare Holo,https://images.pokemontcg.io/base3/5_hires.png,ef6ac09091b4cdc7
bw1-3,Servine,Pokémon,Black & White,3,80,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/bw1/3_hires.png,bb5885384dc7d42e
bw10-4,Cradily,Pokémon,Plasma Blast,4,120,Stage 1,Grass,Rare,https://images.pokemontcg.io/bw10/4_hires.png,bf3f8090c8cad1e5
dp3-5,Flygon,Pokémon,Secret Wonders,5,120,Stage 2,Fighting,Rare Holo,https://images.pokemontcg.io/dp3/5_hires.png,be56c1e98dd8d2c0
dp4-3,Darkrai,Pokémon,Great Encounters,3,70,Basic,Darkness,Rare Holo,https://images.pokemontcg.io/dp4/3_hires.png,afe7c153b032e047
ecard2-H5,Bellossom,Pokémon,Aquapolis,H5,90,Stage 2,Grass,Rare Holo,https://images.pokemontcg.io/ecard2/H5_hires.png,fe7ec1c0ca9194a5
gym2-4,Erika's Venusaur,Pokémon,Gym Challenge,4,90,Stage 2,Grass,Rare Holo,https://images.pokemontcg.io/gym2/4_hires.png,bb3ac5c4c89295c7
pop1-3,Rayquaza,Pokémon,POP Series 1,3,80,Basic,Colorless,Rare,https://images.pokemontcg.io/pop1/3_hires.png,ee6f929189895dc4
xy7-4,Bellossom,Pokémon,Ancient Origins,4,120,Stage 2,Grass,Uncommon,https://images.pokemontcg.io/xy7/4_hires.png,af4a6838c387f0e5
xy4-3,Yanma,Pokémon,Phantom Forces,3,70,Basic,Grass,Common,https://images.pokemontcg.io/xy4/3_hires.png,fa5a91b08d27a6a6
ex10-2,Ariados,Pokémon,Unseen Forces,2,70,Stage 1,Grass,Rare Holo,https://images.pokemontcg.io/ex10/2_hires.png,eb7ac190cc9ad385
ex8-3,Breloom,Pokémon,Deoxys,3,80,Stage 1,Fighting,Rare Holo,https://images.pokemontcg.io/ex8/3_hires.png,eb4fc290c1f95a85
pl1-5,Dialga,Pokémon,Platinum,5,100,Basic,Metal,Rare Holo,https://images.pokemontcg.io/pl1/5_hires.png,bb7b94848ada70e4
pop3-3,Jolteon,Pokémon,POP Series 3,3,70,Stage 1,Lightning,Rare,https://images.pokemontcg.io/pop3/3_hires.png,9b4fe5a50f4b52c0
basep-2,Electabuzz,Pokémon,Wizards Black Star Promos,2,60,Basic,Lightning,Promo,https://images.pokemontcg.io/basep/2_hires.png,bf7fc5a0b09381c1
base6-3,Charizard,Pokémon,Legendary Collection,3,120,Stage 2,Fire,Rare Holo,https://images.pokemontcg.io/base6/3_hires.png,ba7ae0e0c09bd9c5
hgss2-2,Magmortar,Pokémon,HS—Unleashed,2,110,Stage 1,Fire,Rare Holo,https://images.pokemontcg.io/hgss2/2_hires.png,bf1fd2d085a4ec60
bw11-3,Shuckle,Pokémon,Legendary Treasures,3,80,Basic,Grass,Uncommon,https://images.pokemontcg.io/bw11/3_hires.png,af6fc6d098b09989
bw4-3,Kricketot,Pokémon,Next Destinies,3,60,Basic,Grass,Common,https://images.pokemontcg.io/bw4/3_hires.png,fa708518cdc7930f
pop7-4,Latios,Pokémon,POP Series 7,4,90,Basic,Colorless,Rare,https://images.pokemontcg.io/pop7/4_hires.png,fa6a9585c1e3d291
ru1-4,Heatran,Pokémon,Pokémon Rumble,4,110,Basic,Fire,,https://images.pokemontcg.io/ru1/4_hires.png,ce4ed89171b185cd
sm75-2,Charmeleon,Pokémon,Dragon Majesty,2,80,Stage 1,Fire,Uncommon,https://images.pokemontcg.io/sm75/2_hires.png,ea7ac58d85368695
sm8-2,Tangrowth,Pokémon,Lost Thunder,2,140,Stage 1,Grass,Rare,https://images.pokemontcg.io/sm8/2_hires.png,ab789e9ac0e0b43d
neo3-2,Blissey,Pokémon,Neo Revelation,2,120,Stage 1,Colorless,Rare Holo,https://images.pokemontcg.io/neo3/2_hires.png,fb5a81a1a49ed187
sm9-5,Beedrill,Pokémon,Team Up,5,130,Stage 2,Grass,Rare,https://images.pokemontcg.io/sm9/5_hires.png,af2db0f0d0c6caca
bw6-2,Skiploom,Pokémon,Dragons Exalted,2,60,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/bw6/2_hires.png,ba969d3869e0f0cc
swsh35-4,Beedrill,Pokémon,Champion's Path,4,140,Stage 2,Grass,Uncommon,https://images.pokemontcg.io/swsh35/4_hires.png,fa7a8c8dc56232b1
bw7-3,Vileplume,Pokémon,Boundaries Crossed,3,140,Stage 2,Grass,Rare Holo,https://images.pokemontcg.io/bw7/3_hires.png,bf1ec0d0c1a1e3c7
mcd19-5,Lapras,Pokémon,McDonald's Collection 2019,5,120,Basic,Water,,https://images.pokemontcg.io/mcd19/5_hires.png,ae1e35b1e1e1cc91
neo4-3,Dark Donphan,Pokémon,Neo Destiny,3,60,Stage 1,Fighting,Rare Holo,https://images.pokemontcg.io/neo4/3_hires.png,bb7ec5a163b39084
xy10-2,Burmy,Pokémon,Fates Collide,2,60,Basic,Grass,Common,https://images.pokemontcg.io/xy10/2_hires.png,fa72c4d898b1b12d
pop9-3,Raichu,Pokémon,POP Series 9,3,90,Stage 1,Lightning,Rare,https://images.pokemontcg.io/pop9/3_hires.png,bb6bc2c61cbc90e4
sm115-4,Paras,Pokémon,Hidden Fates,4,70,Basic,Grass,Common,https://images.pokemontcg.io/sm115/4_hires.png,ea7ae6909439a1e5
sm3-3,Butterfree,Pokémon,Burning Shadows,3,120,Stage 2,Grass,Rare,https://images.pokemontcg.io/sm3/3_hires.png,e6763f19c8e0a4a5
xy2-5,Seedot,Pokémon,Flashfire,5,50,Basic,Grass,Common,https://images.pokemontcg.io/xy2/5_hires.png,ee6e85b0d0d2d187
xy1-3,Weedle,Pokémon,XY,3,50,Basic,Grass,Common,https://images.pokemontcg.io/xy1/3_hires.png,bb1894d0e563b39a
dpp-DP03,Piplup,Pokémon,DP Black Star Promos,DP03,60,Basic,Water,Promo,https://images.pokemontcg.io/dpp/DP03_hires.png,ca4a85b119f6c3cd
det1-5,Charizard,Pokémon,Detective Pikachu,5,180,Stage 2,Fire,Rare Ultra,https://images.pokemontcg.io/det1/5_hires.png,ea62e4959d1ea6a2
base1-2,Blastoise,Pokémon,Base,2,100,Stage 2,Water,Rare Holo,https://images.pokemontcg.io/base1/2_hires.png,ee6ae1b1b09c81c7
ex14-2,Blastoise δ,Pokémon,Crystal Guardians,2,110,Stage 2,"Fighting,Metal",Rare Holo,https://images.pokemontcg.io/ex14/2_hires.png,c96ada829e372791
xy5-5,Tangrowth,Pokémon,Primal Clash,5,130,Stage 1,Grass,Rare,https://images.pokemontcg.io/xy5/5_hires.png,bb788192c6e7d0cc
pl1-6,Dialga,Pokémon,Platinum,6,100,Basic,Metal,Rare Holo,https://images.pokemontcg.io/pl1/6_hires.png,9f5f90d0e0e6c4c5
dpp-DP04,Pachirisu,Pokémon,DP Black Star Promos,DP04,70,Basic,Lightning,Promo,https://images.pokemontcg.io/dpp/DP04_hires.png,ea46e4b539d9d284
pop6-5,Rampardos,Pokémon,POP Series 6,5,120,Stage 2,Fighting,Rare,https://images.pokemontcg.io/pop6/5_hires.png,eb4ec4c0d3b392b4
xy2-6,Nuzleaf,Pokémon,Flashfire,6,80,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/xy2/6_hires.png,bb1b9190cc6eac2d
dv1-6,Bagon,Pokémon,Dragon Vault,6,50,Basic,Dragon,Rare Holo,https://images.pokemontcg.io/dv1/6_hires.png,eb91934f9434e44b
ex14-3,Camerupt,Pokémon,Crystal Guardians,3,80,Stage 1,Fire,Rare Holo,https://images.pokemontcg.io/ex14/3_hires.png,9e5ec0f048da4fc5
pop4-4,Mew,Pokémon,POP Series 4,4,70,Basic,Psychic,Rare,https://images.pokemontcg.io/pop4/4_hires.png,ca4eb6b1a199c9c5
dp4-4,Darkrai,Pokémon,Great Encounters,4,80,Basic,Darkness,Rare Holo,https://images.pokemontcg.io/dp4/4_hires.png,aa9bd1c1f172e684
ex8-4,Camerupt,Pokémon,Deoxys,4,90,Stage 1,Fire,Rare Holo,https://images.pokemontcg.io/ex8/4_hires.png,fa5ec691c1f948c4
sm8-3,Scyther,Pokémon,Lost Thunder,3,80,Basic,Grass,Common,https://images.pokemontcg.io/sm8/3_hires.png,be1e9ce1e0e0e4c5
sm9-6,Paras,Pokémon,Team Up,6,70,Basic,Grass,Common,https://images.pokemontcg.io/sm9/6_hires.png,af7ec6c0e424b1d1
neo3-3,Celebi,Pokémon,Neo Revelation,3,50,Basic,Psychic,Rare Holo,https://images.pokemontcg.io/neo3/3_hires.png,eb4e81b126b6d9c1
hgss2-3,Manaphy,Pokémon,HS—Unleashed,3,60,Basic,Water,Rare Holo,https://images.pokemontcg.io/hgss2/3_hires.png,9a1d9db94bf6a044
base5-3,Dark Blastoise,Pokémon,Team Rocket,3,70,Stage 2,Water,Rare Holo,https://images.pokemontcg.io/base5/3_hires.png,da1ba1f064dc9987
dp1-4,Empoleon,Pokémon,Diamond & Pearl,4,130,Stage 2,Water,Rare Holo,https://images.pokemontcg.io/dp1/4_hires.png,ee6ed4d088979385
sm2-3,Victreebel,Pokémon,Guardians Rising,3,140,Stage 2,Grass,Rare,https://images.pokemontcg.io/sm2/3_hires.png,ea5af0b1a52ca6b1
bw10-5,Tropius,Pokémon,Plasma Blast,5,100,Basic,Grass,Uncommon,https://images.pokemontcg.io/bw10/5_hires.png,bb5b8191c6c65e4c
base3-6,Haunter,Pokémon,Fossil,6,50,Stage 1,Psychic,Rare Holo,https://images.pokemontcg.io/base3/6_hires.png,ee7ed09163a69c84
neo4-4,Dark Espeon,Pokémon,Neo Destiny,4,60,Stage 1,Psychic,Rare Holo,https://images.pokemontcg.io/neo4/4_hires.png,eb1b90b063e7c5c4
hgss4-6,Nidoking,Pokémon,HS—Triumphant,6,140,Stage 2,Fighting,Rare Holo,https://images.pokemontcg.io/hgss4/6_hires.png,bb398dc446929b93
pop9-4,Regigigas,Pokémon,POP Series 9,4,100,Basic,Colorless,Rare,https://images.pokemontcg.io/pop9/4_hires.png,fa7a81814f6fd0b0
ex11-6,Gardevoir δ,Pokémon,Delta Species,6,100,Stage 2,"Psychic,Metal",Rare Holo,https://images.pokemontcg.io/ex11/6_hires.png,bf2fe1c1c8989e82
si1-5,Ivysaur,Pokémon,Southern Islands,5,60,Stage 1,Grass,,https://images.pokemontcg.io/si1/5_hires.png,eb7887920bc3d84e
bw11-4,Cherubi,Pokémon,Legendary Treasures,4,40,Basic,Grass,Uncommon,https://images.pokemontcg.io/bw11/4_hires.png,b3f3ce5ac0a48c0f
ex10-3,Bellossom,Pokémon,Unseen Forces,3,90,Stage 2,Grass,Rare Holo,https://images.pokemontcg.io/ex10/3_hires.png,cf5ec890c392d3c5
bw7-4,Bellossom,Pokémon,Boundaries Crossed,4,110,Stage 2,Grass,Rare,https://images.pokemontcg.io/bw7/4_hires.png,bec4cc19193391cf
bw8-3,Torterra,Pokémon,Plasma Storm,3,150,"Stage 2,Team Plasma",Grass,Rare,https://images.pokemontcg.io/bw8/3_hires.png,a535c4cb4b4b1b95
xy10-3,Wormadam,Pokémon,Fates Collide,3,120,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/xy10/3_hires.png,ea6a85998fa3b0ac
ex7-5,Dark Houndoom,Pokémon,Team Rocket Returns,5,70,Stage 1,"Fire,Darkness",Rare Holo,https://images.pokemontcg.io/ex7/5_hires.png,fe0fc8d0919b89c3
sm115-5,Scyther,Pokémon,Hidden Fates,5,100,Basic,Grass,Uncommon,https://images.pokemontcg.io/sm115/5_hires.png,a736c6cadc3c21c9
sm75-3,Charizard,Pokémon,Dragon Majesty,3,160,Stage 2,Fire,Rare Holo,https://images.pokemontcg.io/sm75/3_hires.png,ef46d0b0b4372d89
base1-3,Chansey,Pokémon,Base,3,120,Basic,Colorless,Rare Holo,https://images.pokemontcg.io/base1/3_hires.png,9f4fb4b060c3d386
xy11-5,Jumpluff,Pokémon,Steam Siege,5,90,Stage 2,Grass,Rare,https://images.pokemontcg.io/xy11/5_hires.png,eac8c93a81a5953f
det1-6,Arcanine,Pokémon,Detective Pikachu,6,120,Stage 1,Fire,Rare,https://images.pokemontcg.io/det1/6_hires.png,bb7ac0e4c4878ed8
bw9-2,Kakuna,Pokémon,Plasma Freeze,2,80,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/bw9/2_hires.png,af4fc0f093b390cc
ex9-5,Groudon,Pokémon,Emerald,5,80,Basic,Fighting,Rare Holo,https://images.pokemontcg.io/ex9/5_hires.png,ce6e4b85879e1899
pop1-4,Sceptile,Pokémon,POP Series 1,4,100,Stage 2,Grass,Rare,https://images.pokemontcg.io/pop1/4_hires.png,eb6ac6908f994ec4
bw4-4,Kricketune,Pokémon,Next Destinies,4,90,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/bw4/4_hires.png,b79685185963d2ce
ex12-6,Golem,Pokémon,Legend Maker,6,120,Stage 2,Fighting,Rare Holo,https://images.pokemontcg.io/ex12/6_hires.png,ea4ed0918bebcac4
pop3-4,Minun,Pokémon,POP Series 3,4,50,Basic,Lightning,Rare,https://images.pokemontcg.io/pop3/4_hires.png,9b1b9694c0e15bce
base6-4,Dark Blastoise,Pokémon,Legendary Collection,4,70,Stage 2,Water,Rare Holo,https://images.pokemontcg.io/base6/4_hires.png,da5ba3f0a4dc9186
dp3-6,Gallade,Pokémon,Secret Wonders,6,130,Stage 2,Fighting,Rare Holo,https://images.pokemontcg.io/dp3/6_hires.png,fb4ec4b0919bda84
basep-3,Mewtwo,Pokémon,Wizards Black Star Promos,3,70,Basic,Psychic,Promo,https://images.pokemontcg.io/basep/3_hires.png,cb5ec4b13b93d1c0
sm12-4,Vileplume-GX,Pokémon,Cosmic Eclipse,4,240,"Stage 2,GX",Grass,Rare Holo GX,https://images.pokemontcg.io/sm12/4_hires.png,e2b2921ac94d7697
hgss1-6,Jumpluff,Pokémon,HeartGold & SoulSilver,6,90,Stage 2,Grass,Rare Holo,https://images.pokemontcg.io/hgss1/6_hires.png,bad0c95b07363879
ex4-4,Team Aqua's Manectric,Pokémon,Team Magma vs Team Aqua,4,70,Stage 1,"Lightning,Darkness",Rare Holo,https://images.pokemontcg.io/ex4/4_hires.png,8f4fc5a5f030b893
swsh35-5,Eldegoss V,Pokémon,Champion's Path,5,180,"Basic,V",Grass,Rare Holo V,https://images.pokemontcg.io/swsh35/5_hires.png,809953576e68633f
sm5-4,Roselia,Pokémon,Ultra Prism,4,70,Basic,Grass,Common,https://images.pokemontcg.io/sm5/4_hires.png,e5e49c1a9a3b2369
pop7-5,Mothim,Pokémon,POP Series 7,5,80,Stage 1,Grass,Rare,https://images.pokemontcg.io/pop7/5_hires.png,eb4dc4b04f1f1694
bw6-3,Jumpluff,Pokémon,Dragons Exalted,3,90,Stage 2,Grass,Rare,https://images.pokemontcg.io/bw6/3_hires.png,be52c0b1ada5c9c9
mcd19-6,Pikachu,Pokémon,McDonald's Collection 2019,6,60,Basic,Lightning,,https://images.pokemontcg.io/mcd19/6_hires.png,ee6ee4b191999494
ru1-5,Starmie,Pokémon,Pokémon Rumble,5,80,Stage 1,Water,,https://images.pokemontcg.io/ru1/5_hires.png,ca4b9eb4e0e4c18f
pl4-4,Kabutops,Pokémon,Arceus,4,130,Stage 2,Fighting,Rare Holo,https://images.pokemontcg.io/pl4/4_hires.png,af6fc0d0d2269785
ecard2-H6,Blissey,Pokémon,Aquapolis,H6,120,Stage 1,Colorless,Rare Holo,https://images.pokemontcg.io/ecard2/H6_hires.png,be5c8181e3b68e8e
dv1-7,Shelgon,Pokémon,Dragon Vault,7,80,Stage 1,Dragon,Rare Holo,https://images.pokemontcg.io/dv1/7_hires.png,cbceb0e4b437c581
hgss2-4,Metagross,Pokémon,HS—Unleashed,4,130,Stage 2,Psychic,Rare Holo,https://images.pokemontcg.io/hgss2/4_hires.png,b23e8dc9c9b09786
col1-4,Espeon,Pokémon,Call of Legends,4,90,Stage 1,Psychic,Rare Holo,https://images.pokemontcg.io/col1/4_hires.png,fa4b85b5b49094e5
sm8-4,Pinsir,Pokémon,Lost Thunder,4,110,Basic,Grass,Uncommon,https://images.pokemontcg.io/sm8/4_hires.png,ab4f8585f47a38d0
gym1-4,Erika's Dragonair,Pokémon,Gym Heroes,4,80,Stage 1,Colorless,Rare Holo,https://images.pokemontcg.io/gym1/4_hires.png,bb3fc0e44ad885c5
xy5-6,Treecko,Pokémon,Primal Clash,6,60,Basic,Grass,Common,https://images.pokemontcg.io/xy5/6_hires.png,eb4b9590d474b4a5
bw5-4,Scyther,Pokémon,Dark Explorers,4,80,Basic,Grass,Uncommon,https://images.pokemontcg.io/bw5/4_hires.png,be1ec5c0c2c3971d
sm3-4,Oddish,Pokémon,Burning Shadows,4,50,Basic,Grass,Common,https://images.pokemontcg.io/sm3/4_hires.png,bb3a1ecfc4e03039
sm115-6,Pinsir-GX,Pokémon,Hidden Fates,6,180,"Basic,GX",Grass,Rare Holo GX,https://images.pokemontcg.io/sm115/6_hires.png,e3d0d024b40ff7a5
gym2-5,Giovanni's Gyarados,Pokémon,Gym Challenge,5,90,Stage 1,Water,Rare Holo,https://images.pokemontcg.io/gym2/5_hires.png,fa7ac4e5e1969086
xy7-5,Spinarak,Pokémon,Ancient Origins,5,50,Basic,Grass,Common,https://images.pokemontcg.io/xy7/5_hires.png,bf50c0f88f97b068
xy2-7,Shiftry,Pokémon,Flashfire,7,140,Stage 2,Grass,Rare Holo,https://images.pokemontcg.io/xy2/7_hires.png,ea48c1b53f379485
ex13-4,Deoxys δ,Pokémon,Holon Phantoms,4,80,Basic,Metal,Rare Holo,https://images.pokemontcg.io/ex13/4_hires.png,a96bcb84f6b260d8
swsh1-4,Roserade,Pokémon,Sword & Shield,4,120,Stage 1,Grass,Rare,https://images.pokemontcg.io/swsh1/4_hires.png,bf1cc0d0b4376b4a
mcd19-7,Gastly,Pokémon,McDonald's Collection 2019,7,50,Basic,Psychic,,https://images.pokemontcg.io/mcd19/7_hires.png,be5ea7a0e4e0e819
base4-5,Clefable,Pokémon,Base Set 2,5,70,Stage 1,Colorless,Rare Holo,https://images.pokemontcg.io/base4/5_hires.png,ba5bc0e0e79b9186
xy1-4,Kakuna,Pokémon,XY,4,70,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/xy1/4_hires.png,bf3dc3c2c0f0908f
xy11-6,Yanma,Pokémon,Steam Siege,6,70,Basic,Grass,Common,https://images.pokemontcg.io/xy11/6_hires.png,ba7ec7e0c1b0b4a4
pl4-5,Luxray,Pokémon,Arceus,5,120,Stage 2,Lightning,Rare Holo,https://images.pokemontcg.io/pl4/5_hires.png,be6ac0d0d22f9d85
xy4-4,Yanmega,Pokémon,Phantom Forces,4,110,Stage 1,Grass,Rare,https://images.pokemontcg.io/xy4/4_hires.png,ea62959d1d72f085
ex12-7,Kabutops,Pokémon,Legend Maker,7,110,Stage 2,Fighting,Rare Holo,https://images.pokemontcg.io/ex12/7_hires.png,bf4fc191c8d8d2a4
bw7-5,Tangela,Pokémon,Boundaries Crossed,5,80,Basic,Grass,Common,https://images.pokemontcg.io/bw7/5_hires.png,fa7a859ac8f0948d
hgss1-7,Ninetales,Pokémon,HeartGold & SoulSilver,7,90,Stage 1,Fire,Rare Holo,https://images.pokemontcg.io/hgss1/7_hires.png,af8dca12b4b41b47
bw1-4,Servine,Pokémon,Black & White,4,80,Stage 1,Grass,Uncommon,https://images.pokemontcg.io/bw1/4_hires.png,bb5ac4f06de19186
dp3-7,Gardevoir,Pokémon,Secret Wonders,7,110,Stage 2,Psychic,Rare Holo,https://images.pokemontcg.io/dp3/7_hires.png,9d795bd3c0d68624
base3-7,Hitmonlee,Pokémon,Fossil,7,60,Basic,Fighting,Rare Holo,https://images.pokemontcg.io/base3/7_hires.png,ff5fc1902062cdc5
sm5-5,Roserade,Pokémon,Ultra Prism,5,100,Stage 1,Grass,Rare,https://images.pokemontcg.io/sm5/5_hires.png,bf1cccc0b333326c
bw10-6,Karrablast,Pokémon,Plasma Blast,6,60,Basic,Grass,Common,https://images.pokemontcg.io/bw10/6_hires.png,bb71c0d89eb4d04e
base6-5,Dark Dragonite,Pokémon,Legendary Collection,5,70,Stage 2,Colorless,Rare Holo,https://images.pokemontcg.io/base6/5_hires.png,be6fc1a1b29295c4
basep-4,Pikachu,Pokémon,Wizards Black Star Promos,4,50,Basic,Lightning,Promo,https://images.pokemontcg.io/basep/4_hires.png,ea6a859534b0c9cf
si1-6,Raticate,Pokémon,Southern Islands,6,60,Stage 1,Colorless,,https://images.pokemontcg.io/si1/6_hires.png,bf4bc38018b698cf
pop7-6,Delibird,Pokémon,POP Series 7,6,70,Basic,Water,Uncommon,https://images.pokemontcg.io/pop7/6_hires.png,c0e15e1a0eb7315f
det1-7,Psyduck,Pokémon,Detective Pikachu,7,80,Basic,Water,Common,https://images.pokemontcg.io/det1/7_hires.png,ea7af4949e279181
dp1-5,Infernape,Pokémon,Diamond & Pearl,5,100,Stage 2,Fire,Rare Holo,https://images.pokemontcg.io/dp1/5_hires.png,da4ac8d4b4b79691
pop3-5,Plusle,Pokémon,POP Series 3,5,50,Basic,Lightning,Rare,https://images.pokemontcg.io/pop3/5_hires.png,9b5a528487a71f8d
ex7-6,Dark Hypno,Pokémon,Team Rocket Returns,6,70,Stage 1,"Psychic,Darkness",Rare Holo,https://images.pokemontcg.io/ex7/6_hires.png,ee879db991e06226
pop9-5,Rotom,Pokémon,POP Series 9,5,70,Basic,Lightning,Rare,https://images.pokemontcg.io/pop9/5_hires.png,bb6bc0c0d49c9d8d
sm2-4,Petilil,Pokémon,Guardians Rising,4,50,Basic,Grass,Common,https://images.pokemontcg.io/sm2/4_hires.png,ab7be6c0b0b09ccc
hgss4-7,Porygon-Z,Pokémon,HS—Triumphant,7,110,Stage 2,Colorless,Rare Holo,https://images.pokemontcg.io/hgss4/7_hires.png,e7658c9a9bb31318
ex4-5,Team Aqua's Sharpedo,Pokémon,Team Magma vs Team Aqua,5,70,Stage 1,"Water,Darkness",Rare Holo,https://images.pokemontcg.io/ex4/5_hires.png,9b7fe381c895c8c4
ex10-4,Feraligatr,Pokémon,Unseen Forces,4,120,Stage 2,Water,Rare Holo,https://images.pokemontcg.io/ex10/4_hires.png,da6bce94ced4c284
